tile_id,filename,pid,x_local,y_local,x_crop,y_crop,x_full,y_full
0,tile_r00_c00_id00.png,0,2.92708439021915,23.06150243189427,2.92708439021915,23.06150243189427,15002.92708439022,823.0615024318943
0,tile_r00_c00_id00.png,1,35.39461685775163,249.25197862237047,35.39461685775163,249.25197862237047,15035.394616857751,1049.2519786223704
0,tile_r00_c00_id00.png,2,70.02665148978625,269.81474918514107,70.02665148978625,269.81474918514107,15070.026651489787,1069.814749185141
0,tile_r00_c00_id00.png,3,52.71063417376894,360.72384009423195,52.71063417376894,360.72384009423195,15052.710634173769,1160.723840094232
0,tile_r00_c00_id00.png,4,15.914097377232139,444.0571734275653,15.914097377232139,444.0571734275653,15015.914097377232,1244.0571734275654
0,tile_r00_c00_id00.png,5,93.83617529931007,428.90565827605013,93.83617529931007,428.90565827605013,15093.83617529931,1228.9056582760502
0,tile_r00_c00_id00.png,6,120.89245235558712,474.3602037305956,120.89245235558712,474.3602037305956,15120.892452355587,1274.3602037305955
0,tile_r00_c00_id00.png,7,156.60673806987285,435.3991647695566,156.60673806987285,435.3991647695566,15156.606738069873,1235.3991647695566
0,tile_r00_c00_id00.png,8,103.57643503956982,387.780117150509,103.57643503956982,387.780117150509,15103.57643503957,1187.7801171505089
0,tile_r00_c00_id00.png,9,103.57643503956982,352.06583143622333,103.57643503956982,352.06583143622333,15103.57643503957,1152.0658314362233
0,tile_r00_c00_id00.png,10,143.61972508285984,283.88401325440515,143.61972508285984,283.88401325440515,15143.619725082859,1083.884013254405
0,tile_r00_c00_id00.png,11,178.25175971489446,252.49873186912373,178.25175971489446,252.49873186912373,15178.251759714894,1052.4987318691237
0,tile_r00_c00_id00.png,12,132.79721426034902,216.784446154838,132.79721426034902,216.784446154838,15132.797214260348,1016.784446154838
0,tile_r00_c00_id00.png,13,46.21712768026245,147.52037689076877,46.21712768026245,147.52037689076877,15046.217127680262,947.5203768907688
0,tile_r00_c00_id00.png,14,80.84916231229707,160.50738987778175,80.84916231229707,160.50738987778175,15080.849162312297,960.5073898777817
0,tile_r00_c00_id00.png,15,96.00067746381222,76.09180546219733,96.00067746381222,76.09180546219733,15096.000677463811,876.0918054621973
0,tile_r00_c00_id00.png,16,129.5504610135958,147.52037689076877,129.5504610135958,147.52037689076877,15129.550461013596,947.5203768907688
0,tile_r00_c00_id00.png,17,212.88379434692914,154.01388338427523,212.88379434692914,154.01388338427523,15212.88379434693,954.0138833842752
0,tile_r00_c00_id00.png,18,254.0093354724702,170.24764961804146,254.0093354724702,170.24764961804146,15254.00933547247,970.2476496180415
0,tile_r00_c00_id00.png,19,284.31236577550055,177.82340719379908,284.31236577550055,177.82340719379908,15284.3123657755,977.8234071937991
0,tile_r00_c00_id00.png,20,241.02232248545724,262.23899160938345,241.02232248545724,262.23899160938345,15241.022322485458,1062.2389916093834
0,tile_r00_c00_id00.png,21,286.47686794000265,290.3775197479116,286.47686794000265,290.3775197479116,15286.476867940002,1090.3775197479117
0,tile_r00_c00_id00.png,22,234.52881599195078,348.81907818947,234.52881599195078,348.81907818947,15234.528815991951,1148.81907818947
0,tile_r00_c00_id00.png,23,271.3253527884875,460.29093966133155,271.3253527884875,460.29093966133155,15271.325352788488,1260.2909396613315
0,tile_r00_c00_id00.png,24,290.80587226900707,413.75414312453495,290.80587226900707,413.75414312453495,15290.805872269008,1213.754143124535
0,tile_r00_c00_id00.png,25,338.42491988805466,385.61561498600685,338.42491988805466,385.61561498600685,15338.424919888055,1185.615614986007
0,tile_r00_c00_id00.png,26,292.97037443350916,334.749814120206,292.97037443350916,334.749814120206,15292.97037443351,1134.7498141202059
0,tile_r00_c00_id00.png,27,388.20846967160446,317.43379680418866,388.20846967160446,317.43379680418866,15388.208469671605,1117.4337968041887
0,tile_r00_c00_id00.png,28,470.4595519226866,363.9705933409852,470.4595519226866,363.9705933409852,15470.459551922686,1163.9705933409853
0,tile_r00_c00_id00.png,29,445.56777703091177,295.788775159167,445.56777703091177,295.788775159167,15445.567777030912,1095.788775159167
0,tile_r00_c00_id00.png,30,468.2950497581845,477.60695697734883,468.2950497581845,477.60695697734883,15468.295049758184,1277.6069569773488
0,tile_r00_c00_id00.png,31,389.29072075385557,480.8537102241021,389.29072075385557,480.8537102241021,15389.290720753856,1280.853710224102
0,tile_r00_c00_id00.png,32,271.3253527884875,69.59829896869081,271.3253527884875,69.59829896869081,15271.325352788488,869.5982989686909
0,tile_r00_c00_id00.png,33,260.5028419659767,23.06150243189427,260.5028419659767,23.06150243189427,15260.502841965977,823.0615024318943
0,tile_r00_c00_id00.png,34,307.0396385027733,15.485744856136762,307.0396385027733,15.485744856136762,15307.039638502773,815.4857448561368
0,tile_r00_c00_id00.png,35,353.5764350395698,15.485744856136762,353.5764350395698,15.485744856136762,15353.57643503957,815.4857448561368
0,tile_r00_c00_id00.png,36,389.29072075385557,14.403493773885657,389.29072075385557,14.403493773885657,15389.290720753856,814.4034937738857
0,tile_r00_c00_id00.png,37,454.2257856889204,18.732498102889963,454.2257856889204,18.732498102889963,15454.225785688921,818.73249810289
0,tile_r00_c00_id00.png,38,488.85782032095506,52.28228165267353,488.85782032095506,52.28228165267353,15488.857820320954,852.2822816526735
0,tile_r00_c00_id00.png,39,483.44656490969965,84.749814120206,483.44656490969965,84.749814120206,15483.4465649097,884.749814120206
0,tile_r00_c00_id00.png,40,410.9357423988772,93.40782277821467,410.9357423988772,93.40782277821467,15410.935742398877,893.4078227782147
0,tile_r00_c00_id00.png,41,397.9487294118642,171.32990070029257,397.9487294118642,171.32990070029257,15397.948729411864,971.3299007002926
0,tile_r00_c00_id00.png,42,341.67167313480786,192.9749223453142,341.67167313480786,192.9749223453142,15341.671673134808,992.9749223453142
0,tile_r00_c00_id00.png,43,340.58942205255687,287.13076650115835,340.58942205255687,287.13076650115835,15340.589422052557,1087.1307665011584
0,tile_r00_c00_id00.png,44,375.22145668459143,262.23899160938345,375.22145668459143,262.23899160938345,15375.22145668459,1062.2389916093834
0,tile_r00_c00_id00.png,45,492.10457356770826,433.2346626050545,492.10457356770826,433.2346626050545,15492.104573567709,1233.2346626050544
1,tile_r00_c01_id01.png,0,11.585093048227819,63.104792475184354,511.5850930482278,63.104792475184354,15511.585093048228,863.1047924751844
1,tile_r00_c01_id01.png,1,51.62838309151786,96.65457602496787,551.6283830915179,96.65457602496787,15551.628383091518,896.6545760249678
1,tile_r00_c01_id01.png,2,22.40760387073864,178.90565827605013,522.4076038707386,178.90565827605013,15522.407603870739,978.9056582760502
1,tile_r00_c01_id01.png,3,8.338339801474575,407.2606366310285,508.3383398014746,407.2606366310285,15508.338339801474,1207.2606366310285
1,tile_r00_c01_id01.png,4,96.00067746381222,365.05284442323625,596.0006774638123,365.05284442323625,15596.000677463813,1165.0528444232364
1,tile_r00_c01_id01.png,5,87.34266880580358,405.09613446652634,587.3426688058036,405.09613446652634,15587.342668805804,1205.0961344665263
1,tile_r00_c01_id01.png,6,113.31669477982953,424.57665394704577,613.3166947798295,424.57665394704577,15613.316694779829,1224.5766539470458
1,tile_r00_c01_id01.png,7,141.4552229183577,455.9619353323272,641.4552229183577,455.9619353323272,15641.455222918357,1255.9619353323271
1,tile_r00_c01_id01.png,8,74.35565581879058,468.94894831934016,574.3556558187906,468.94894831934016,15574.35565581879,1268.9489483193402
1,tile_r00_c01_id01.png,9,217.21279867593344,478.68920805959993,717.2127986759334,478.68920805959993,15717.212798675933,1278.6892080595999
1,tile_r00_c01_id01.png,10,266.9963484594832,422.4121517825437,766.9963484594832,422.4121517825437,15766.996348459483,1222.4121517825438
1,tile_r00_c01_id01.png,11,308.1218895850244,391.02687039726226,808.1218895850244,391.02687039726226,15808.121889585025,1191.0268703972622
1,tile_r00_c01_id01.png,12,305.9573874205222,373.710853081245,805.9573874205222,373.710853081245,15805.957387420522,1173.710853081245
1,tile_r00_c01_id01.png,13,340.58942205255687,378.0398574102493,840.5894220525569,378.0398574102493,15840.589422052557,1178.0398574102492
1,tile_r00_c01_id01.png,14,390.37297183610656,383.4511128215047,890.3729718361066,383.4511128215047,15890.372971836106,1183.4511128215047
